galaxy,source,distance_mpc,model,n_points,k_params,chi2,dof,chi2_red,aic,bic,ups_disk,ups_bul,success,message,runtime_s,log10_r0_kpc,log10_r_s_kpc,log10_rho0_msun_kpc3,log10_rho_s_msun_kpc3
NGC2366,src/sidmkit/sparc_data/Rotmod_LTG/NGC2366_rotmod.dat,3.27,burkert,26,3,17.577220974403968,23,0.7642269988871291,23.577220974403968,27.351510588468415,0.3622041621859114,,True,`ftol` termination condition is satisfied.,0.0012481212615966797,0.38366504432920884,,7.5115163256767925,
NGC2403,src/sidmkit/sparc_data/Rotmod_LTG/NGC2403_rotmod.dat,3.16,nfw,73,3,640.0164215869211,70,9.143091736956015,646.0164215869211,652.8877999103662,0.3066495250201762,,True,`ftol` termination condition is satisfied.,0.001542806625366211,,0.868539866030523,,7.3415699324417885
NGC2403,src/sidmkit/sparc_data/Rotmod_LTG/NGC2403_rotmod.dat,3.16,burkert,73,3,800.4393236315326,70,11.434847480450467,806.4393236315326,813.3107019549777,0.7838997304548937,,True,`ftol` termination condition is satisfied.,0.0014030933380126953,0.7651316617628959,,7.510187599339402,
NGC2683,src/sidmkit/sparc_data/Rotmod_LTG/NGC2683_rotmod.dat,9.81,nfw,11,4,7.526333542763245,7,1.075190506109035,15.526333542763245,17.11791463395673,0.4870762039456949,0.672103911565522,True,`ftol` termination condition is satisfied.,0.0014095306396484375,,0.8072450616414466,,7.624451084987719
NGC2683,src/sidmkit/sparc_data/Rotmod_LTG/NGC2683_rotmod.dat,9.81,burkert,11,4,6.216526424077899,7,0.8880752034396998,14.216526424077898,15.80810751527138,0.4935908777119171,0.7026599549490552,True,`ftol` termination condition is satisfied.,0.00135040283203125,0.5923343887557688,,8.067394906026621,
NGC2685,src/sidmkit/sparc_data/Rotmod_ETG/NGC2685_rotmod.dat,16.1,nfw,2,4,0.08441817019924766,-2,,8.084418170199248,2.8570068924390286,0.4989958001931378,0.6505528634783725,True,`ftol` termination condition is satisfied.,0.005933284759521484,,2.4999999999999996,,4.965358213178883
NGC2685,src/sidmkit/sparc_data/Rotmod_ETG/NGC2685_rotmod.dat,16.1,burkert,2,4,0.0733858723027198,-2,,8.073385872302719,2.845974594542501,0.4990367733953659,0.6537829741570222,True,`ftol` termination condition is satisfied.,0.023780107498168945,2.091503859451752,,6.270882674134816,
NGC2824,src/sidmkit/sparc_data/Rotmod_ETG/NGC2824_rotmod.dat,39.6,nfw,2,4,8.215674971051343e-21,-2,,8.0,2.772588722239781,0.49999999999845557,0.700000000004259,True,`gtol` termination condition is satisfied.,0.002919912338256836,,-0.6666223550409622,,10.889660634659341
NGC2824,src/sidmkit/sparc_data/Rotmod_ETG/NGC2824_rotmod.dat,39.6,burkert,2,4,0.03052686457019649,-2,,8.030526864570197,2.8031155868099775,0.49775400170167217,0.7092728685816523,True,Both `ftol` and `xtol` termination conditions are satisfied.,0.0035903453826904297,-0.7173083937912953,,10.999999999999998,
NGC2841,src/sidmkit/sparc_data/Rotmod_LTG/NGC2841_rotmod.dat,14.1,nfw,50,4,70.51167308275454,46,1.5328624583207509,78.51167308275454,86.15976510446713,0.9496576402718986,1.0009212651723587,True,`ftol` termination condition is satisfied.,0.0024580955505371094,,1.5762970511539562,,6.560927883775626
